,title,manyogana,kundoku,kana
1,[題詞]<崗>本天皇御製一首[并短歌]_29,神代従  生継来者  人多  國尓波満而  味村乃  去来者行跡  吾戀流  君尓之不有者  晝波  日乃久流留麻弖  夜者  夜之明流寸食  念乍  寐宿難尓登  阿可思通良久茂  長此夜乎,神代より  生れ継ぎ来れば  人さはに  国には満ちて  あぢ群の  通ひは行けど  我が恋ふる  君にしあらねば  昼は  日の暮るるまで  夜は  夜の明くる極み  思ひつつ  寐も寝かてにと  明かしつらくも  長きこの夜を,",かむよより,あれつぎくれば,ひとさはに,くににはみちて,あぢむらの,かよひはゆけど,あがこふる,きみにしあらねば,ひるは,ひのくるるまで,よるは,よのあくるきはみ,おもひつつ,いもねかてにと,あかしつらくも,ながきこのよを"
2,[題詞]（<崗>本天皇御製一首[并短歌]）反歌_46,山羽尓  味村驂  去奈礼騰  吾者左夫思恵  君二四不<在>者,山の端にあぢ群騒き行くなれど我れは寂しゑ君にしあらねば,",やまのはに,あぢむらさわき,ゆくなれど,われはさぶしゑ,きみにしあらねば"
3,[題詞]（（<崗>本天皇御製一首[并短歌]）反歌）_63,淡海路乃  鳥篭之山有  不知哉川  氣乃己呂其侶波  戀乍裳将有,近江道の鳥篭の山なる不知哉川日のころごろは恋ひつつもあらむ,",あふみちの,とこのやまなる,いさやかは,けのころごろは,こひつつもあらむ"
4,[題詞]額田王思近江天皇作歌一首_80,君待登  吾戀居者  我屋戸之  簾動之  秋風吹,君待つと我が恋ひ居れば我が宿の簾動かし秋の風吹く,",きみまつと,あがこひをれば,わがやどの,すだれうごかし,あきのかぜふく"
5,[題詞]鏡王女作歌一首_97,風乎太尓  戀流波乏之  風小谷  将来登時待者  何香将嘆,風をだに恋ふるは羨し風をだに来むとし待たば何か嘆かむ,",かぜをだに,こふるはともし,かぜをだに,こむとしまたば,なにかなげかむ"
6,[題詞]吹Ｂ刀自歌二首_114,真野之浦乃  与騰<乃>継橋  情由毛  思哉妹之  伊目尓之所見,真野の浦の淀の継橋心ゆも思へや妹が夢にし見ゆる,",まののうらの,よどのつぎはし,こころゆも,おもへやいもが,いめにしみゆる"
7,[題詞]（吹Ｂ刀自歌二首）_131,河上乃  伊都藻之花乃  何時<々々>  来益我背子  時自異目八方,川上のいつ藻の花のいつもいつも来ませ我が背子時じけめやも,",かはかみの,いつものはなの,いつもいつも,きませわがせこ,ときじけめやも"
8,[題詞]田部忌寸櫟子任<大>宰時歌四首_148,衣手尓  取等騰己保里  哭兒尓毛  益有吾乎  置而如何将為  [舎人吉年],衣手に取りとどこほり泣く子にもまされる我れを置きていかにせむ  [舎人吉年],",ころもでに,とりとどこほり,なくこにも,まされるわれを,おきていかにせむ"
9,[題詞]（田部忌寸櫟子任<大>宰時歌四首）_165,置而行者  妹将戀可聞  敷細乃  黒髪布而  長此夜乎  <[田部忌寸櫟子]>,置きていなば妹恋ひむかも敷栲の黒髪敷きて長きこの夜を  <[田部忌寸櫟子]>,",おきていなば,いもこひむかも,しきたへの,くろかみしきて,ながきこのよを"
10,[題詞]（田部忌寸櫟子任<大>宰時歌四首）_182,吾妹兒乎  相令知  人乎許曽  戀之益者  恨三念,我妹子を相知らしめし人をこそ恋のまされば恨めしみ思へ,",わぎもこを,あひしらしめし,ひとをこそ,こひのまされば,うらめしみおもへ"
11,[題詞]（田部忌寸櫟子任<大>宰時歌四首）_199,朝日影  尓保敝流山尓  照月乃  不Ｑ君乎  山越尓置手,朝日影にほへる山に照る月の飽かざる君を山越しに置きて,",あさひかげ,にほへるやまに,てるつきの,あかざるきみを,やまごしにおきて"
12,[題詞]柿本朝臣人麻呂歌四首_216,三熊野之  浦乃濱木綿  百重成  心者雖念  直不相鴨,み熊野の浦の浜木綿百重なす心は思へど直に逢はぬかも,",みくまのの,うらのはまゆふ,ももへなす,こころはもへど,ただにあはぬかも"
13,[題詞]（柿本朝臣人麻呂歌四首）_233,古尓  有兼人毛  如吾歟  妹尓戀乍  宿不勝家牟,いにしへにありけむ人も我がごとか妹に恋ひつつ寐ねかてずけむ,",いにしへに,ありけむひとも,あがごとか,いもにこひつつ,いねかてずけむ"
14,[題詞]（柿本朝臣人麻呂歌四首）_250,今耳之  行事庭不有  古  人曽益而  哭左倍鳴四,今のみのわざにはあらずいにしへの人ぞまさりて音にさへ泣きし,",いまのみの,わざにはあらず,いにしへの,ひとぞまさりて,ねにさへなきし"
15,[題詞]（柿本朝臣人麻呂歌四首）_267,百重二物  来及毳常  念鴨  公之使乃  雖見不飽有<武>,百重にも来及かぬかもと思へかも君が使の見れど飽かずあらむ,",ももへにも,きしかぬかもと,おもへかも,きみがつかひの,みれどあかずあらむ"
16,[題詞]碁檀越徃伊勢國時留妻作歌一首_284,神風之  伊勢乃濱荻  折伏  客宿也将為  荒濱邊尓,神風の伊勢の浜荻折り伏せて旅寝やすらむ荒き浜辺に,",かむかぜの,いせのはまをぎ,をりふせて,たびねやすらむ,あらきはまへに"
17,[題詞]柿本朝臣人麻呂歌三首_301,未通女等之  袖振山乃  水垣之  久時従  憶寸吾者,娘子らが袖布留山の瑞垣の久しき時ゆ思ひき我れは,",をとめらが,そでふるやまの,みづかきの,ひさしきときゆ,おもひきわれは"
18,[題詞]（柿本朝臣人麻呂歌三首）_318,夏野去  小<壮>鹿之角乃  束間毛  妹之心乎  忘而念哉,夏野行く牡鹿の角の束の間も妹が心を忘れて思へや,",なつのゆく,をしかのつのの,つかのまも,いもがこころを,わすれておもへや"
19,[題詞]（柿本朝臣人麻呂歌三首）_335,珠衣乃  狭藍左謂沈  家妹尓  物不語来而  思金津裳,玉衣のさゐさゐしづみ家の妹に物言はず来にて思ひかねつも,",たまきぬの,さゐさゐしづみ,いへのいもに,ものいはずきにて,おもひかねつも"
20,[題詞]柿本朝臣人麻呂妻歌一首_352,君家尓  吾住坂乃  家道乎毛  吾者不忘  命不死者,君が家に我が住坂の家道をも我れは忘れじ命死なずは,",きみがいへに,わがすみさかの,いへぢをも,われはわすれじ,いのちしなずは"
21,[題詞]安倍女郎歌二首_369,今更  何乎可将念  打靡  情者君尓  縁尓之物乎,今さらに何をか思はむうち靡き心は君に寄りにしものを,",いまさらに,なにをかおもはむ,うちなびき,こころはきみに,よりにしものを"
22,[題詞]（安倍女郎歌二首）_386,吾背子波  物莫念  事之有者  火尓毛水尓<母>  吾莫七國,我が背子は物な思ひそ事しあらば火にも水にも我れなけなくに,",わがせこは,ものなおもひそ,ことしあらば,ひにもみづにも,われなけなくに"
23,[題詞]駿河Ｆ女歌一首_403,敷細乃  枕従久<々>流  涙二曽  浮宿乎思家類  戀乃繁尓,敷栲の枕ゆくくる涙にぞ浮寝をしける恋の繁きに,",しきたへの,まくらゆくくる,なみたにぞ,うきねをしける,こひのしげきに"
24,[題詞]三方沙弥歌一首_420,衣手乃  別今夜従  妹毛吾母  甚戀名  相因乎奈美,衣手の別かる今夜ゆ妹も我れもいたく恋ひむな逢ふよしをなみ,",ころもでの,わかるこよひゆ,いももあれも,いたくこひむな,あふよしをなみ"
25,[題詞]丹比真人笠麻呂下筑紫國時作歌一首[并短歌]_437,臣女乃  匣尓乗有  鏡成  見津乃濱邊尓  狭丹頬相  紐解不離  吾妹兒尓  戀乍居者  明晩乃  旦霧隠  鳴多頭乃  哭耳之所哭  吾戀流  干重乃一隔母  名草漏  情毛有哉跡  家當  吾立見者  青旗乃  葛木山尓  多奈引流  白雲隠  天佐我留  夷乃國邊尓  直向  淡路乎過  粟嶋乎  背尓見管  朝名寸二  水手之音喚  暮名寸二  梶之聲為乍  浪上乎  五十行左具久美  磐間乎  射徃廻  稲日都麻  浦箕乎過而  鳥自物  魚津左比去者  家乃嶋  荒礒之宇倍尓  打靡  四時二生有  莫告我  奈騰可聞妹尓  不告来二計謀,臣の女の  櫛笥に乗れる  鏡なす  御津の浜辺に  さ丹つらふ  紐解き放けず  我妹子に  恋ひつつ居れば  明け暮れの  朝霧隠り  鳴く鶴の  音のみし泣かゆ  我が恋ふる  千重の一重も  慰もる  心もありやと  家のあたり  我が立ち見れば  青旗の  葛城山に  たなびける  白雲隠る  天さがる  鄙の国辺に  直向ふ  淡路を過ぎ  粟島を  そがひに見つつ  朝なぎに  水手の声呼び  夕なぎに  楫の音しつつ  波の上を  い行きさぐくみ  岩の間を  い行き廻り  稲日都麻  浦廻を過ぎて  鳥じもの  なづさひ行けば  家の島  荒磯の上に  うち靡き  繁に生ひたる  なのりそが  などかも妹に  告らず来にけむ,",おみのめの,くしげにのれる,かがみなす,みつのはまべに,さにつらふ,ひもときさけず,わぎもこに,こひつつをれば,あけくれの,あさぎりごもり,なくたづの,ねのみしなかゆ,あがこふる,ちへのひとへも,なぐさもる,こころもありやと,いへのあたり,わがたちみれば,あをはたの,かづらきやまに,たなびける,しらくもがくる,あまさがる,ひなのくにべに,ただむかふ,あはぢをすぎ,あはしまを,そがひにみつつ,あさなぎに,かこのこゑよび,ゆふなぎに,かぢのおとしつつ,なみのうへを,いゆきさぐくみ,いはのまを,いゆきもとほり,いなびつま,うらみをすぎて,とりじもの,なづさひゆけば,いへのしま,ありそのうへに,うちなびき,しじにおひたる,なのりそが,などかもいもに,のらずきにけむ"
26,[題詞]（丹比真人笠麻呂下筑紫國時作歌一首[并短歌]）反歌_454,白<細>乃  袖解更而  還来武  月日乎數而  徃而来猿尾,白栲の袖解き交へて帰り来む月日を数みて行きて来ましを,",しろたへの,そでときかへて,かへりこむ,つきひをよみて,ゆきてこましを"
27,[題詞]幸伊勢國時當麻麻呂大夫妻作歌一首_471,吾背子者  何處将行  己津物  隠之山乎  今日歟超良<武>,我が背子はいづく行くらむ沖つ藻の名張の山を今日か越ゆらむ,",わがせこは,いづくゆくらむ,おきつもの,なばりのやまを,けふかこゆらむ"
28,[題詞]草嬢歌一首_488,秋田之  穂田乃苅婆加  香縁相者  彼所毛加人之  吾乎事将成,秋の田の穂田の刈りばかか寄りあはばそこもか人の我を言成さむ,",あきのたの,ほたのかりばか,かよりあはば,そこもかひとの,わをことなさむ"
29,[題詞]志貴皇子御歌一首_505,大原之  此市柴乃  何時鹿跡  吾念妹尓  今夜相有香裳,大原のこのいち柴のいつしかと我が思ふ妹に今夜逢へるかも,",おほはらの,このいちしばの,いつしかと,あがおもふいもに,こよひあへるかも"
30,[題詞]阿倍女郎歌一首_522,吾背子之  盖世流衣之  針目不落  入尓家良之  我情副,我が背子が着せる衣の針目おちず入りにけらしも我が心さへ,",わがせこが,けせるころもの,はりめおちず,いりにけらしも,あがこころさへ"
31,[題詞]中臣朝臣東人贈阿倍女郎歌一首_539,獨宿而  絶西紐緒  忌見跡  世武為便不知  哭耳之曽泣,ひとり寝て絶えにし紐をゆゆしみと為むすべ知らに音のみしぞ泣く,",ひとりねて,たえにしひもを,ゆゆしみと,せむすべしらに,ねのみしぞなく"
32,[題詞]阿倍女郎答歌一首_556,吾以在  三相二搓流  絲用而  附手益物  今曽悔寸,我が持てる三相に搓れる糸もちて付けてましもの今ぞ悔しき,",わがもてる,みつあひによれる,いともちて,つけてましもの,いまぞくやしき"
33,[題詞]大納言兼大将軍大伴卿歌一首_573,神樹尓毛  手者觸云乎  打細丹  人妻跡云者  不觸物可聞,神木にも手は触るといふをうつたへに人妻といへば触れぬものかも,",かむきにも,てはふるといふを,うつたへに,ひとづまといへば,ふれぬものかも"
